TOTODILE	50	65	64	44	48	43	WATER	WATER	MEDIUM_SLOW	66
TRAPINCH	45	100	45	45	45	10	GROUND	GROUND	MEDIUM_SLOW	73
TREECKO	40	45	35	65	55	70	GRASS	GRASS	MEDIUM_SLOW	65
TROPIUS	99	68	83	72	87	51	GRASS	FLYING	SLOW	169
TYPHLOSION	78	84	78	109	85	100	FIRE	FIRE	MEDIUM_SLOW	209
TYRANITAR	100	134	110	95	100	61	ROCK	DARK	SLOW	218
TYROGUE	35	35	35	35	35	35	FIGHTING	FIGHTING	MEDIUM_FAST	91
UMBREON	95	65	110	60	130	65	DARK	DARK	MEDIUM_FAST	197
UNOWN	48	72	48	72	48	48	PSYCHIC	PSYCHIC	MEDIUM_FAST	61
URSARING	90	130	75	75	75	55	NORMAL	NORMAL	MEDIUM_FAST	189
VAPOREON	130	65	60	110	95	65	WATER	WATER	MEDIUM_FAST	196
VENOMOTH	70	65	60	90	75	90	BUG	POISON	MEDIUM_FAST	138
VENONAT	60	55	50	40	55	45	BUG	POISON	MEDIUM_FAST	75
VENUSAUR	80	82	83	100	100	80	GRASS	POISON	MEDIUM_SLOW	208
VIBRAVA	50	70	50	50	50	70	GROUND	DRAGON	MEDIUM_SLOW	126
VICTREEBEL	80	105	65	100	60	70	GRASS	POISON	MEDIUM_SLOW	191
VIGOROTH	80	80	80	55	55	90	NORMAL	NORMAL	SLOW	126
VILEPLUME	75	80	85	100	90	50	GRASS	POISON	MEDIUM_SLOW	184
VOLBEAT	65	73	55	47	75	85	BUG	BUG	ERRATIC	146
VOLTORB	40	30	50	55	55	100	ELECTRIC	ELECTRIC	MEDIUM_FAST	103
VULPIX	38	41	40	50	65	65	FIRE	FIRE	MEDIUM_FAST	63
WAILMER	130	70	35	70	35	60	WATER	WATER	FLUCTUATING	137
WAILORD	170	90	45	90	45	60	WATER	WATER	FLUCTUATING	206
WALREIN	110	80	90	95	90	65	ICE	WATER	MEDIUM_SLOW	192
WARTORTLE	59	63	80	65	80	58	WATER	WATER	MEDIUM_SLOW	143
WEEDLE	40	35	30	20	20	50	BUG	POISON	MEDIUM_FAST	52
WEEPINBELL	65	90	50	85	45	55	GRASS	POISON	MEDIUM_SLOW	151
WEEZING	65	90	120	85	70	60	POISON	POISON	MEDIUM_FAST	173
WHISCASH	110	78	73	76	71	60	WATER	GROUND	MEDIUM_FAST	158
WHISMUR	64	51	23	51	23	28	NORMAL	NORMAL	MEDIUM_SLOW	68
WIGGLYTUFF	140	70	45	75	50	45	NORMAL	NORMAL	FAST	109
WINGULL	40	30	30	55	30	85	WATER	FLYING	MEDIUM_FAST	64
WOBBUFFET	190	33	58	33	58	33	PSYCHIC	PSYCHIC	MEDIUM_FAST	177
WOOPER	55	45	45	25	25	15	WATER	GROUND	MEDIUM_FAST	52
WURMPLE	45	45	35	20	30	20	BUG	BUG	MEDIUM_FAST	54
WYNAUT	95	23	48	23	48	23	PSYCHIC	PSYCHIC	MEDIUM_FAST	44
XATU	65	75	70	95	70	95	PSYCHIC	FLYING	MEDIUM_FAST	171
YANMA	65	65	45	75	45	95	BUG	FLYING	MEDIUM_FAST	147
ZANGOOSE	73	115	60	60	60	90	NORMAL	NORMAL	ERRATIC	165
ZAPDOS	90	90	85	125	90	100	ELECTRIC	FLYING	SLOW	216
ZIGZAGOON	38	30	41	30	41	60	NORMAL	NORMAL	MEDIUM_FAST	60
ZUBAT	40	45	35	30	40	55	POISON	FLYING	MEDIUM_FAST	54
